year,month,market,arrivals
2020,5,マレーシア,4
2020,6,マレーシア,13
2020,7,マレーシア,6
2020,8,マレーシア,223
2020,9,マレーシア,242
2020,10,マレーシア,630
2020,11,マレーシア,430
2020,12,マレーシア,300
2020,1,インドネシア,37540
2020,2,インドネシア,24691
2020,3,インドネシア,7370
2020,4,インドネシア,96
2020,5,インドネシア,5
2020,6,インドネシア,18
2020,7,インドネシア,54
2020,8,インドネシア,230
2020,9,インドネシア,299
2020,10,インドネシア,675
2020,11,インドネシア,3424
2020,12,インドネシア,3322
2020,1,フィリピン,53588
2020,2,フィリピン,39728
2020,3,フィリピン,10930
2020,4,フィリピン,47
2020,5,フィリピン,6
2020,6,フィリピン,48
2020,7,フィリピン,51
2020,8,フィリピン,132
2020,9,フィリピン,134
2020,10,フィリピン,423
2020,11,フィリピン,1704
2020,12,フィリピン,2319
2020,1,ベトナム,50424
2020,2,ベトナム,39905
2020,3,ベトナム,20842
2020,4,ベトナム,206
2020,5,ベトナム,2
2020,6,ベトナム,122
2020,7,ベトナム,633
2020,8,ベトナム,1122
2020,9,ベトナム,2698
2020,10,ベトナム,6162
2020,11,ベトナム,14730
2020,12,ベトナム,15713
2020,1,インド,13884
2020,2,インド,6582
2020,3,インド,1948
2020,4,インド,26
2020,5,インド,29
2020,6,インド,69
2020,7,インド,346
2020,8,インド,278
2020,9,インド,389
2020,10,インド,714
2020,11,インド,1038
2020,12,インド,1628
2020,1,中東地域,4265
2020,2,中東地域,2086
2020,3,中東地域,681
2020,4,中東地域,17
2020,5,中東地域,0
2020,6,中東地域,28
2020,7,中東地域,26
2020,8,中東地域,69
2020,9,中東地域,173
2020,10,中東地域,194
2020,11,中東地域,163
2020,12,中東地域,104
2020,1,マカオ,9943
2020,2,マカオ,2088
2020,3,マカオ,155
2020,4,マカオ,0
2020,5,マカオ,0
2020,6,マカオ,1
2020,7,マカオ,2
2020,8,マカオ,0
2020,9,マカオ,13
2020,10,マカオ,2
2020,11,マカオ,15
2020,12,マカオ,15
2020,1,モンゴル,3014
2020,2,モンゴル,1764
2020,3,モンゴル,190
2020,4,モンゴル,366
2020,5,モンゴル,0
2020,6,モンゴル,48
2020,7,モンゴル,25
2020,8,モンゴル,62
2020,9,モンゴル,27
2020,10,モンゴル,455
2020,11,モンゴル,617
2020,12,モンゴル,550
2020,1,その他アジア,17966
2020,2,その他アジア,12171
2020,3,その他アジア,8382
2020,4,その他アジア,635
2020,5,その他アジア,1432
2020,6,その他アジア,1373
2020,7,その他アジア,499
2020,8,その他アジア,1074
2020,9,その他アジア,1404
2020,10,その他アジア,4215
2020,11,その他アジア,5156
2020,12,その他アジア,6391
2020,1,ヨーロッパ計,102261
2020,2,ヨーロッパ計,88104
2020,3,ヨーロッパ計,39883
2020,4,ヨーロッパ計,109
2020,5,ヨーロッパ計,51
2020,6,ヨーロッパ計,124
2020,7,ヨーロッパ計,351
2020,8,ヨーロッパ計,1041
2020,9,ヨーロッパ計,869
2020,10,ヨーロッパ計,2379
2020,11,ヨーロッパ計,3097
2020,12,ヨーロッパ計,2628
2020,1,英国,24320
2020,2,英国,18645
2020,3,英国,6778
2020,4,英国,29
2020,5,英国,6
2020,6,英国,30
2020,7,英国,55
2020,8,英国,150
2020,9,英国,101
2020,10,英国,253
2020,11,英国,304
2020,12,英国,353
2020,1,フランス,16481
2020,2,フランス,17123
2020,3,フランス,7665
2020,4,フランス,12
2020,5,フランス,16
2020,6,フランス,16
2020,7,フランス,76
2020,8,フランス,226
2020,9,フランス,116
2020,10,フランス,449
2020,11,フランス,473
2020,12,フランス,449
2020,1,ドイツ,11189
2020,2,ドイツ,10937
2020,3,ドイツ,6472
2020,4,ドイツ,9
2020,5,ドイツ,4
2020,6,ドイツ,14
2020,7,ドイツ,47
2020,8,ドイツ,112
2020,9,ドイツ,93
2020,10,ドイツ,269
2020,11,ドイツ,343
2020,12,ドイツ,296
2020,1,イタリア,6921
2020,2,イタリア,4718
2020,3,イタリア,1488
2020,4,イタリア,5
2020,5,イタリア,3
2020,6,イタリア,8
2020,7,イタリア,12
2020,8,イタリア,51
2020,9,イタリア,68
2020,10,イタリア,133
2020,11,イタリア,131
2020,12,イタリア,153
2020,1,ロシア,8399
2020,2,ロシア,6702
2020,3,ロシア,5639
2020,4,ロシア,17
2020,5,ロシア,6
2020,6,ロシア,0
2020,7,ロシア,10
2020,8,ロシア,62
2020,9,ロシア,61
2020,10,ロシア,304
2020,11,ロシア,671
2020,12,ロシア,389
2020,1,スペイン,5157
2020,2,スペイン,4329
2020,3,スペイン,1765
2020,4,スペイン,4
2020,5,スペイン,2
2020,6,スペイン,10
2020,7,スペイン,28
2020,8,スペイン,46
2020,9,スペイン,65
2020,10,スペイン,100
2020,11,スペイン,101
2020,12,スペイン,134
2020,1,スウェーデン,3499
2020,2,スウェーデン,2880
2020,3,スウェーデン,973
2020,4,スウェーデン,0
2020,5,スウェーデン,0
2020,6,スウェーデン,4
2020,7,スウェーデン,9
2020,8,スウェーデン,44
2020,9,スウェーデン,25
2020,10,スウェーデン,53
2020,11,スウェーデン,59
2020,12,スウェーデン,76
2020,1,オランダ,3510
2020,2,オランダ,3206
2020,3,オランダ,1462
2020,4,オランダ,2
2020,5,オランダ,1
2020,6,オランダ,6
2020,7,オランダ,18
2020,8,オランダ,29
2020,9,オランダ,35
2020,10,オランダ,66
2020,11,オランダ,73
2020,12,オランダ,73
2020,1,スイス,2489
2020,2,スイス,2322
2020,3,スイス,992
2020,4,スイス,5
2020,5,スイス,1
2020,6,スイス,4
2020,7,スイス,10
2020,8,スイス,22
2020,9,スイス,15
2020,10,スイス,65
2020,11,スイス,44
2020,12,スイス,67
2020,1,ベルギー,1601
2020,2,ベルギー,1603
2020,3,ベルギー,688
2020,4,ベルギー,1
2020,5,ベルギー,0
2020,6,ベルギー,5
2020,7,ベルギー,4
2020,8,ベルギー,38
2020,9,ベルギー,9
2020,10,ベルギー,41
2020,11,ベルギー,38
2020,12,ベルギー,46
2020,1,フィンランド,1918
2020,2,フィンランド,1979
2020,3,フィンランド,789
2020,4,フィンランド,0
2020,5,フィンランド,0
2020,6,フィンランド,1
2020,7,フィンランド,8
2020,8,フィンランド,20
2020,9,フィンランド,22
2020,10,フィンランド,55
2020,11,フィンランド,38
2020,12,フィンランド,29
2020,1,ポーランド,1889
2020,2,ポーランド,1332
2020,3,ポーランド,570
2020,4,ポーランド,7
2020,5,ポーランド,3
2020,6,ポーランド,1
2020,7,ポーランド,3
2020,8,ポーランド,24
2020,9,ポーランド,17
2020,10,ポーランド,51
2020,11,ポーランド,44
2020,12,ポーランド,55
2020,1,デンマーク,1789
2020,2,デンマーク,2046
2020,3,デンマーク,803
2020,4,デンマーク,0
2020,5,デンマーク,1
2020,6,デンマーク,2
2020,7,デンマーク,6
2020,8,デンマーク,19
2020,9,デンマーク,17
2020,10,デンマーク,28
2020,11,デンマーク,39
2020,12,デンマーク,30
2020,1,ノルウェー,1526
2020,2,ノルウェー,1564
2020,3,ノルウェー,451
2020,4,ノルウェー,1
2020,5,ノルウェー,0
2020,6,ノルウェー,0
2020,7,ノルウェー,8
2020,8,ノルウェー,16
2020,9,ノルウェー,11
2020,10,ノルウェー,11
2020,11,ノルウェー,10
2020,12,ノルウェー,22
2020,1,オーストリア,1473
2020,2,オーストリア,1492
2020,3,オーストリア,449
2020,4,オーストリア,0
2020,5,オーストリア,2
2020,6,オーストリア,2
2020,7,オーストリア,8
2020,8,オーストリア,3
2020,9,オーストリア,18
2020,10,オーストリア,32
2020,11,オーストリア,103
2020,12,オーストリア,23
2020,1,ポルトガル,1932
2020,2,ポルトガル,899
2020,3,ポルトガル,300
2020,4,ポルトガル,0
2020,5,ポルトガル,0
2020,6,ポルトガル,0
2020,7,ポルトガル,3
2020,8,ポルトガル,7
2020,9,ポルトガル,6
2020,10,ポルトガル,14
2020,11,ポルトガル,7
2020,12,ポルトガル,11
2020,1,アイルランド,1656
2020,2,アイルランド,1115
2020,3,アイルランド,393
2020,4,アイルランド,1
2020,5,アイルランド,0
2020,6,アイルランド,1
2020,7,アイルランド,6
2020,8,アイルランド,22
2020,9,アイルランド,12
2020,10,アイルランド,15
2020,11,アイルランド,30
2020,12,アイルランド,19
2020,1,その他ヨーロッパ,6512
2020,2,その他ヨーロッパ,5212
2020,3,その他ヨーロッパ,2206
2020,4,その他ヨーロッパ,16
2020,5,その他ヨーロッパ,6
2020,6,その他ヨーロッパ,20
2020,7,その他ヨーロッパ,40
2020,8,その他ヨーロッパ,150
2020,9,その他ヨーロッパ,178
2020,10,その他ヨーロッパ,440
2020,11,その他ヨーロッパ,589
2020,12,その他ヨーロッパ,403
2020,1,アフリカ計,3084
2020,2,アフリカ計,2101
2020,3,アフリカ計,978
2020,4,アフリカ計,17
2020,5,アフリカ計,10
2020,6,アフリカ計,5
2020,7,アフリカ計,25
2020,8,アフリカ計,169
2020,9,アフリカ計,175
2020,10,アフリカ計,406
2020,11,アフリカ計,513
2020,12,アフリカ計,357
2020,1,北アメリカ計,152202
2020,2,北アメリカ計,94630
2020,3,北アメリカ計,31246
2020,4,北アメリカ計,455
2020,5,北アメリカ計,53
2020,6,北アメリカ計,156
2020,7,北アメリカ計,443
2020,8,北アメリカ計,796
2020,9,北アメリカ計,730
2020,10,北アメリカ計,1115
2020,11,北アメリカ計,1348
2020,12,北アメリカ計,1655
2020,1,米国,117343
2020,2,米国,73373
2020,3,米国,22964
2020,4,米国,340
2020,5,米国,47
2020,6,米国,136
2020,7,米国,403
2020,8,米国,698
2020,9,米国,632
2020,10,米国,932
2020,11,米国,1091
2020,12,米国,1348
2020,1,カナダ,28931
2020,2,カナダ,17601
2020,3,カナダ,6149
2020,4,カナダ,47
2020,5,カナダ,5
2020,6,カナダ,17
2020,7,カナダ,30
2020,8,カナダ,81
2020,9,カナダ,69
2020,10,カナダ,118
2020,11,カナダ,134
2020,12,カナダ,183
2020,1,メキシコ,4641
2020,2,メキシコ,2968
2020,3,メキシコ,1691
2020,4,メキシコ,64
2020,5,メキシコ,1
2020,6,メキシコ,3
2020,7,メキシコ,2
2020,8,メキシコ,7
2020,9,メキシコ,11
2020,10,メキシコ,34
2020,11,メキシコ,57
2020,12,メキシコ,49
2020,1,その他北アメリカ,1287
2020,2,その他北アメリカ,688
2020,3,その他北アメリカ,442
2020,4,その他北アメリカ,4
2020,5,その他北アメリカ,0
2020,6,その他北アメリカ,0
2020,7,その他北アメリカ,8
2020,8,その他北アメリカ,10
2020,9,その他北アメリカ,18
2020,10,その他北アメリカ,31
2020,11,その他北アメリカ,66
2020,12,その他北アメリカ,75
2020,1,南アメリカ計,8028
2020,2,南アメリカ計,6352
2020,3,南アメリカ計,3011
2020,4,南アメリカ計,19
2020,5,南アメリカ計,4
2020,6,南アメリカ計,15
2020,7,南アメリカ計,28
2020,8,南アメリカ計,70
2020,9,南アメリカ計,74
2020,10,南アメリカ計,160
2020,11,南アメリカ計,267
2020,12,南アメリカ計,194
2020,1,ブラジル,3419
2020,2,ブラジル,2010
2020,3,ブラジル,995
2020,4,ブラジル,13
2020,5,ブラジル,2
2020,6,ブラジル,10
2020,7,ブラジル,17
2020,8,ブラジル,45
2020,9,ブラジル,42
2020,10,ブラジル,87
2020,11,ブラジル,151
2020,12,ブラジル,97
2020,1,その他南アメリカ,4609
2020,2,その他南アメリカ,4342
2020,3,その他南アメリカ,2016
2020,4,その他南アメリカ,6
2020,5,その他南アメリカ,2
2020,6,その他南アメリカ,5
2020,7,その他南アメリカ,11
2020,8,その他南アメリカ,25
2020,9,その他南アメリカ,32
2020,10,その他南アメリカ,73
2020,11,その他南アメリカ,116
2020,12,その他南アメリカ,97
2020,1,オセアニア計,95027
2020,2,オセアニア計,53670
2020,3,オセアニア計,10237
2020,4,オセアニア計,65
2020,5,オセアニア計,6
2020,6,オセアニア計,19
2020,7,オセアニア計,63
2020,8,オセアニア計,176
2020,9,オセアニア計,149
2020,10,オセアニア計,346
2020,11,オセアニア計,372
2020,12,オセアニア計,256
2020,1,豪州,85314
2020,2,豪州,48522
2020,3,豪州,8767
2020,4,豪州,50
2020,5,豪州,2
2020,6,豪州,11
2020,7,豪州,45
2020,8,豪州,90
2020,9,豪州,88
2020,10,豪州,200
2020,11,豪州,255
2020,12,豪州,164
2020,1,ニュージーランド,9328
2020,2,ニュージーランド,4901
2020,3,ニュージーランド,1351
2020,4,ニュージーランド,10
2020,5,ニュージーランド,4
2020,6,ニュージーランド,7
2020,7,ニュージーランド,16
2020,8,ニュージーランド,83
2020,9,ニュージーランド,57
2020,10,ニュージーランド,129
2020,11,ニュージーランド,100
2020,12,ニュージーランド,84
2020,1,その他オセアニア,385
2020,2,その他オセアニア,247
2020,3,その他オセアニア,119
2020,4,その他オセアニア,5
2020,5,その他オセアニア,0
2020,6,その他オセアニア,1
2020,7,その他オセアニア,2
2020,8,その他オセアニア,3
2020,9,その他オセアニア,4
2020,10,その他オセアニア,17
2020,11,その他オセアニア,17
2020,12,その他オセアニア,8
2020,1,無国籍・その他,54
2020,2,無国籍・その他,29
2020,3,無国籍・その他,12
2020,4,無国籍・その他,0
2020,5,無国籍・その他,0
2020,6,無国籍・その他,1
2020,7,無国籍・その他,0
2020,8,無国籍・その他,1
2020,9,無国籍・その他,4
2020,10,無国籍・その他,3
2020,11,無国籍・その他,1
2020,12,無国籍・その他,2
2021,1,総数,46522
2021,2,総数,7355
2021,3,総数,12276
2021,4,総数,10853
2021,5,総数,10035
2021,6,総数,9251
2021,7,総数,51055
2021,8,総数,25916
2021,9,総数,17720
2021,10,総数,22113
2021,11,総数,20682
2021,12,総数,12084
2021,1,アジア計,41741
2021,2,アジア計,6081
2021,3,アジア計,10310
2021,4,アジア計,8349
2021,5,アジア計,6871
2021,6,アジア計,5405
2021,7,アジア計,10913
2021,8,アジア計,8681
2021,9,アジア計,12228
2021,10,アジア計,15266
2021,11,アジア計,15110
2021,12,アジア計,9472
2021,1,韓国,2535
2021,2,韓国,910
2021,3,韓国,1956
2021,4,韓国,1076
2021,5,韓国,950
2021,6,韓国,835
2021,7,韓国,1808
2021,8,韓国,1647
2021,9,韓国,2224
2021,10,韓国,1921
2021,11,韓国,2021
2021,12,韓国,1064
2021,1,中国,10225
2021,2,中国,1747
2021,3,中国,3951
2021,4,中国,3271
2021,5,中国,1823
2021,6,中国,1973
2021,7,中国,3931
2021,8,中国,2396
2021,9,中国,3960
2021,10,中国,4009
2021,11,中国,3189
2021,12,中国,1764
2021,1,台湾,592
2021,2,台湾,423
2021,3,台湾,552
2021,4,台湾,405
2021,5,台湾,327
2021,6,台湾,300
2021,7,台湾,549
2021,8,台湾,387
2021,9,台湾,390
2021,10,台湾,425
2021,11,台湾,390
2021,12,台湾,276
2021,1,香港,161
2021,2,香港,39
2021,3,香港,58
2021,4,香港,59
2021,5,香港,65
2021,6,香港,53
2021,7,香港,253
2021,8,香港,123
2021,9,香港,120
2021,10,香港,144
2021,11,香港,104
2021,12,香港,73
2021,1,タイ,719
2021,2,タイ,92
2021,3,タイ,145
2021,4,タイ,154
2021,5,タイ,235
2021,6,タイ,139
2021,7,タイ,233
2021,8,タイ,272
2021,9,タイ,153
2021,10,タイ,195
2021,11,タイ,248
2021,12,タイ,173
2021,1,シンガポール,85
2021,2,シンガポール,48
2021,3,シンガポール,61
2021,4,シンガポール,40
2021,5,シンガポール,37
2021,6,シンガポール,40
2021,7,シンガポール,172
2021,8,シンガポール,92
2021,9,シンガポール,70
2021,10,シンガポール,66
2021,11,シンガポール,95
2021,12,シンガポール,51
2021,1,マレーシア,242
2021,2,マレーシア,72
2021,3,マレーシア,99
2021,4,マレーシア,95
2021,5,マレーシア,146
2021,6,マレーシア,106
2021,7,マレーシア,233
2021,8,マレーシア,182
2021,9,マレーシア,231
2021,10,マレーシア,237
2021,11,マレーシア,130
2021,12,マレーシア,58
2021,1,インドネシア,922
2021,2,インドネシア,184
2021,3,インドネシア,263
2021,4,インドネシア,198
2021,5,インドネシア,305
2021,6,インドネシア,472
2021,7,インドネシア,360
2021,8,インドネシア,583
2021,9,インドネシア,518
2021,10,インドネシア,454
2021,11,インドネシア,688
2021,12,インドネシア,262
2021,1,フィリピン,998
2021,2,フィリピン,236
2021,3,フィリピン,218
2021,4,フィリピン,212
2021,5,フィリピン,624
2021,6,フィリピン,392
2021,7,フィリピン,495
2021,8,フィリピン,360
2021,9,フィリピン,441
2021,10,フィリピン,867
2021,11,フィリピン,544
2021,12,フィリピン,238
2021,1,ベトナム,20032
2021,2,ベトナム,194
2021,3,ベトナム,230
2021,4,ベトナム,332
2021,5,ベトナム,425
2021,6,ベトナム,416
2021,7,ベトナム,389
2021,8,ベトナム,416
2021,9,ベトナム,1012
2021,10,ベトナム,995
2021,11,ベトナム,1814
2021,12,ベトナム,331
2021,1,インド,905
2021,2,インド,649
2021,3,インド,735
2021,4,インド,555
2021,5,インド,459
2021,6,インド,68
2021,7,インド,376
2021,8,インド,290
2021,9,インド,493
2021,10,インド,1487
2021,11,インド,1571
2021,12,インド,1243
2021,1,中東地域,125
2021,2,中東地域,28
2021,3,中東地域,74
2021,4,中東地域,83
2021,5,中東地域,85
2021,6,中東地域,114
2021,7,中東地域,988
2021,8,中東地域,680
2021,9,中東地域,268
2021,10,中東地域,194
2021,11,中東地域,132
2021,12,中東地域,85
2021,1,マカオ,14
2021,2,マカオ,2
2021,3,マカオ,5
2021,4,マカオ,3
2021,5,マカオ,2
2021,6,マカオ,4
2021,7,マカオ,6
2021,8,マカオ,5
2021,9,マカオ,5
2021,10,マカオ,4
2021,11,マカオ,3
2021,12,マカオ,1
2021,1,モンゴル,4
2021,2,モンゴル,26
2021,3,モンゴル,71
2021,4,モンゴル,23
2021,5,モンゴル,139
2021,6,モンゴル,160
2021,7,モンゴル,178
2021,8,モンゴル,149
2021,9,モンゴル,181
2021,10,モンゴル,321
2021,11,モンゴル,287
2021,12,モンゴル,146
2021,1,その他アジア,4182
2021,2,その他アジア,1431
2021,3,その他アジア,1892
2021,4,その他アジア,1843
2021,5,その他アジア,1249
2021,6,その他アジア,333
2021,7,その他アジア,942
2021,8,その他アジア,1099
2021,9,その他アジア,2162
2021,10,その他アジア,3947
2021,11,その他アジア,3894
2021,12,その他アジア,3707
2021,1,ヨーロッパ計,2539
2021,2,ヨーロッパ計,554
2021,3,ヨーロッパ計,937
2021,4,ヨーロッパ計,1199
2021,5,ヨーロッパ計,1576
2021,6,ヨーロッパ計,1804
2021,7,ヨーロッパ計,23703
2021,8,ヨーロッパ計,10093
2021,9,ヨーロッパ計,2794
2021,10,ヨーロッパ計,3405
2021,11,ヨーロッパ計,2590
2021,12,ヨーロッパ計,1044
2021,1,英国,256
2021,2,英国,73
2021,3,英国,157
2021,4,英国,185
2021,5,英国,193
2021,6,英国,338
2021,7,英国,3420
2021,8,英国,1307
2021,9,英国,277
2021,10,英国,360
2021,11,英国,546
2021,12,英国,182
2021,1,フランス,554
2021,2,フランス,79
2021,3,フランス,87
2021,4,フランス,123
2021,5,フランス,209
2021,6,フランス,195
2021,7,フランス,2515
2021,8,フランス,1802
2021,9,フランス,484
2021,10,フランス,423
2021,11,フランス,349
2021,12,フランス,204
2021,1,ドイツ,351
2021,2,ドイツ,52
2021,3,ドイツ,79
2021,4,ドイツ,139
2021,5,ドイツ,217
2021,6,ドイツ,183
2021,7,ドイツ,2175
2021,8,ドイツ,960
2021,9,ドイツ,319
2021,10,ドイツ,352
2021,11,ドイツ,273
2021,12,ドイツ,97
2021,1,イタリア,153
2021,2,イタリア,34
2021,3,イタリア,50
2021,4,イタリア,91
2021,5,イタリア,94
2021,6,イタリア,101
2021,7,イタリア,1728
2021,8,イタリア,597
2021,9,イタリア,220
2021,10,イタリア,228
2021,11,イタリア,158
2021,12,イタリア,73
2021,1,ロシア,204
2021,2,ロシア,90
2021,3,ロシア,92
2021,4,ロシア,132
2021,5,ロシア,160
2021,6,ロシア,145
2021,7,ロシア,1197
2021,8,ロシア,778
2021,9,ロシア,231
2021,10,ロシア,346
2021,11,ロシア,265
2021,12,ロシア,83
2021,1,スペイン,174
2021,2,スペイン,38
2021,3,スペイン,83
2021,4,スペイン,79
2021,5,スペイン,158
2021,6,スペイン,108
2021,7,スペイン,1433
2021,8,スペイン,575
2021,9,スペイン,126
2021,10,スペイン,130
2021,11,スペイン,87
2021,12,スペイン,62
2021,1,スウェーデン,73
2021,2,スウェーデン,9
2021,3,スウェーデン,6
2021,4,スウェーデン,20
2021,5,スウェーデン,18
2021,6,スウェーデン,16
2021,7,スウェーデン,570
2021,8,スウェーデン,206
2021,9,スウェーデン,62
2021,10,スウェーデン,62
2021,11,スウェーデン,44
2021,12,スウェーデン,26
2021,1,オランダ,63
2021,2,オランダ,19
2021,3,オランダ,24
2021,4,オランダ,33
2021,5,オランダ,44
2021,6,オランダ,44
2021,7,オランダ,1044
2021,8,オランダ,333
2021,9,オランダ,64
2021,10,オランダ,91
2021,11,オランダ,65
2021,12,オランダ,36
2021,1,スイス,47
2021,2,スイス,7
2021,3,スイス,17
2021,4,スイス,44
2021,5,スイス,41
2021,6,スイス,33
2021,7,スイス,791
2021,8,スイス,203
2021,9,スイス,61
2021,10,スイス,88
2021,11,スイス,38
2021,12,スイス,17
2021,1,ベルギー,49
2021,2,ベルギー,13
2021,3,ベルギー,16
2021,4,ベルギー,13
2021,5,ベルギー,23
2021,6,ベルギー,21
2021,7,ベルギー,610
2021,8,ベルギー,222
2021,9,ベルギー,42
2021,10,ベルギー,56
2021,11,ベルギー,35
2021,12,ベルギー,22
2021,1,フィンランド,49
2021,2,フィンランド,4
2021,3,フィンランド,8
2021,4,フィンランド,10
2021,5,フィンランド,14
2021,6,フィンランド,31
2021,7,フィンランド,381
2021,8,フィンランド,118
2021,9,フィンランド,24
2021,10,フィンランド,65
2021,11,フィンランド,23
2021,12,フィンランド,9
2021,1,ポーランド,47
2021,2,ポーランド,7
2021,3,ポーランド,16
2021,4,ポーランド,29
2021,5,ポーランド,19
2021,6,ポーランド,25
2021,7,ポーランド,739
2021,8,ポーランド,283
2021,9,ポーランド,56
2021,10,ポーランド,61
2021,11,ポーランド,56
2021,12,ポーランド,12
2021,1,デンマーク,35
2021,2,デンマーク,5
2021,3,デンマーク,17
2021,4,デンマーク,11
2021,5,デンマーク,17
2021,6,デンマーク,23
2021,7,デンマーク,404
2021,8,デンマーク,176
2021,9,デンマーク,26
2021,10,デンマーク,31
2021,11,デンマーク,35
2021,12,デンマーク,14
2021,1,ノルウェー,29
2021,2,ノルウェー,11
2021,3,ノルウェー,5
2021,4,ノルウェー,3
2021,5,ノルウェー,11
2021,6,ノルウェー,9
2021,7,ノルウェー,318
2021,8,ノルウェー,82
2021,9,ノルウェー,34
2021,10,ノルウェー,34
2021,11,ノルウェー,16
2021,12,ノルウェー,5
2021,1,オーストリア,54
2021,2,オーストリア,24
2021,3,オーストリア,33
2021,4,オーストリア,22
2021,5,オーストリア,26
2021,6,オーストリア,32
2021,7,オーストリア,353
2021,8,オーストリア,126
2021,9,オーストリア,46
2021,10,オーストリア,73
2021,11,オーストリア,90
2021,12,オーストリア,9
2021,1,ポルトガル,32
2021,2,ポルトガル,3
2021,3,ポルトガル,7
2021,4,ポルトガル,7
2021,5,ポルトガル,21
2021,6,ポルトガル,37
2021,7,ポルトガル,410
2021,8,ポルトガル,133
2021,9,ポルトガル,23
2021,10,ポルトガル,32
2021,11,ポルトガル,16
2021,12,ポルトガル,7
2021,1,アイルランド,25
2021,2,アイルランド,3
2021,3,アイルランド,10
2021,4,アイルランド,11
2021,5,アイルランド,24
2021,6,アイルランド,14
2021,7,アイルランド,419
2021,8,アイルランド,142
2021,9,アイルランド,38
2021,10,アイルランド,26
2021,11,アイルランド,80
2021,12,アイルランド,28
2021,1,その他ヨーロッパ,344
2021,2,その他ヨーロッパ,83
2021,3,その他ヨーロッパ,230
2021,4,その他ヨーロッパ,247
2021,5,その他ヨーロッパ,287
2021,6,その他ヨーロッパ,449
2021,7,その他ヨーロッパ,5196
2021,8,その他ヨーロッパ,2050
2021,9,その他ヨーロッパ,661
2021,10,その他ヨーロッパ,947
2021,11,その他ヨーロッパ,414
2021,12,その他ヨーロッパ,158
2021,1,アフリカ計,309
2021,2,アフリカ計,129
2021,3,アフリカ計,206
2021,4,アフリカ計,214
2021,5,アフリカ計,213
2021,6,アフリカ計,324
2021,7,アフリカ計,2557
2021,8,アフリカ計,1382
2021,9,アフリカ計,341
2021,10,アフリカ計,392
2021,11,アフリカ計,519
2021,12,アフリカ計,183
2021,1,北アメリカ計,1443
2021,2,北アメリカ計,433
2021,3,北アメリカ計,645
2021,4,北アメリカ計,787
2021,5,北アメリカ計,1101
2021,6,北アメリカ計,1397
2021,7,北アメリカ計,9039
2021,8,北アメリカ計,3966
2021,9,北アメリカ計,1936
2021,10,北アメリカ計,2438
2021,11,北アメリカ計,1930
2021,12,北アメリカ計,1123
2021,1,米国,1206
2021,2,米国,367
2021,3,米国,550
2021,4,米国,583
2021,5,米国,958
2021,6,米国,1162
2021,7,米国,6139
2021,8,米国,2981
2021,9,米国,1657
2021,10,米国,2035
2021,11,米国,1432
2021,12,米国,956
2021,1,カナダ,125
2021,2,カナダ,22
2021,3,カナダ,48
2021,4,カナダ,105
2021,5,カナダ,63
2021,6,カナダ,110
2021,7,カナダ,1545
2021,8,カナダ,533
2021,9,カナダ,220
2021,10,カナダ,302
2021,11,カナダ,361
2021,12,カナダ,102
2021,1,メキシコ,56
2021,2,メキシコ,23
2021,3,メキシコ,23
2021,4,メキシコ,39
2021,5,メキシコ,37
2021,6,メキシコ,83
2021,7,メキシコ,477
2021,8,メキシコ,225
2021,9,メキシコ,24
2021,10,メキシコ,47
2021,11,メキシコ,51
2021,12,メキシコ,39
2021,1,その他北アメリカ,56
2021,2,その他北アメリカ,21
2021,3,その他北アメリカ,24
2021,4,その他北アメリカ,60
2021,5,その他北アメリカ,43
2021,6,その他北アメリカ,42
2021,7,その他北アメリカ,878
2021,8,その他北アメリカ,227
2021,9,その他北アメリカ,35
2021,10,その他北アメリカ,54
2021,11,その他北アメリカ,86
2021,12,その他北アメリカ,26
2021,1,南アメリカ計,340
2021,2,南アメリカ計,104
2021,3,南アメリカ計,101
2021,4,南アメリカ計,173
2021,5,南アメリカ計,144
2021,6,南アメリカ計,155
2021,7,南アメリカ計,2410
2021,8,南アメリカ計,1092
2021,9,南アメリカ計,177
2021,10,南アメリカ計,218
2021,11,南アメリカ計,217
2021,12,南アメリカ計,73
2021,1,ブラジル,254
2021,2,ブラジル,69
2021,3,ブラジル,38
2021,4,ブラジル,83
2021,5,ブラジル,86
2021,6,ブラジル,105
2021,7,ブラジル,1127
2021,8,ブラジル,568
2021,9,ブラジル,122
2021,10,ブラジル,131
2021,11,ブラジル,104
2021,12,ブラジル,44
2021,1,その他南アメリカ,86
2021,2,その他南アメリカ,35
2021,3,その他南アメリカ,63
2021,4,その他南アメリカ,90
2021,5,その他南アメリカ,58
2021,6,その他南アメリカ,50
2021,7,その他南アメリカ,1283
2021,8,その他南アメリカ,524
2021,9,その他南アメリカ,55
2021,10,その他南アメリカ,87
2021,11,その他南アメリカ,113
2021,12,その他南アメリカ,29
2021,1,オセアニア計,148
2021,2,オセアニア計,51
2021,3,オセアニア計,75
2021,4,オセアニア計,129
2021,5,オセアニア計,128
2021,6,オセアニア計,165
2021,7,オセアニア計,2419
2021,8,オセアニア計,700
2021,9,オセアニア計,242
2021,10,オセアニア計,392
2021,11,オセアニア計,316
2021,12,オセアニア計,188
2021,1,豪州,106
2021,2,豪州,33
2021,3,豪州,47
2021,4,豪州,95
2021,5,豪州,85
2021,6,豪州,116
2021,7,豪州,1570
2021,8,豪州,524
2021,9,豪州,121
2021,10,豪州,284
2021,11,豪州,160
