date,time,ward,location,latitude,longitude,situation
2019-10-26,5:30,南区,南区真駒内柏丘12丁目598番地1付近,42.977835,141.345456,ヒグマを目撃
2019-10-26,15:35,南区,南区藻岩山1954番地付近,43.015127,141.323646,ヒグマを目撃
2019-10-29,11:00,南区,南区白川市民の森（案内板23番から22番に向かって約200m地点）,42.988391,141.276515,フンを確認
2019-10-29,15:00,南区,南区滝野230番地2付近,42.904875,141.342814,足跡を確認
2019-11-23,6:27,南区,南区定山渓6番地付近,42.9683,141.195561,ヒグマを目撃
2019-12-01,15:20,南区,南区定山渓無番地（国道230号線定山渓トンネル中山峠側出口から約500m地点）,42.882382,141.139949,ヒグマを目撃
2020-03-22,不明,南区,南区藻岩山無番地（山頂から北に約160ｍ地点）,43.0245444,141.3228167,足跡を確認
2020-04-12,不明,西区,西区平和無番地（平和丘陵公園の南側500ｍほどの山中）,43.0510214,141.2434027,足跡を確認
2020-04-12,不明,南区,南区豊滝市民の森（案内板8番付近）,42.9363571,141.2299029,足跡を確認
2020-04-13,不明,南区,南区定山渓8区（定山渓ダム資料館付近）,42.983181,141.154625,足跡を確認
2020-04-18,不明,南区,南区定山渓無番地（四ツ峰トンネル小樽側出口より約1km付近）,43.02601,141.1324,足跡を確認
2020-04-20,12:20,南区,南区定山渓無番地（定山渓交番裏）,42.9629348,141.1647158,ヒグマを目撃
2020-05-05,9:00,手稲区,手稲区自然歩道「手稲山北尾根ルート」金山入口から400m,43.117529,141.193033,フンを確認
2020-05-06,14:05,南区,南区定山渓無番地（定山渓七区会館付近）,42.952721,141.151966,ヒグマを目撃
2020-05-08,17:40,南区,南区簾舞386番地2付近,42.950972,141.265944,ヒグマを目撃（親子）
2020-05-09,11:35,南区,南区真駒内17番地1付近,42.980704,141.355415,ヒグマらしき動物を目撃（50cm）
2020-05-10,11:40,南区,南区真駒内無番地（豊平川河川敷 五輪大橋付近）,42.99979996,141.341321,ヒグマらしき動物を目撃（親子）
2020-05-14,11:10,手稲区,手稲区札幌市手稲区金山157番地付近,43.114233,141.190542,フンを確認
2020-05-15,22:25,南区,南区簾舞611‐35付近（国道230号線上）,42.9570696,141.2507094,ヒグマを目撃（親子）
2020-05-18,9:30,南区,南区藤野487-2（Fu'sスノーエリアリュージュコース）付近,42.95105,141.2796,フン、食痕（フキ）、被毛を確認
2020-05-20,12:10,南区,南区自然歩道藻岩山ルート（慈啓会病院入口から約800メートル地点）,43.0315,141.3185,ヒグマを目撃
2020-05-20,7:30,南区,南区定山渓無番地(朝日岳「岩戸公園コース」上の鉄塔から麓に向けて100m付近),42.96871665,141.1582768,ヒグマを目撃（親子）
2020-05-23,12:30,手稲区,手稲区手稲本町無番地（稲穂5条2丁目から20～30m山側）,43.116272,141.226176,フンを確認
2020-05-28,9:30,南区,南区滝野（滝野すずらん丘陵公園内）,42.901822,141.380044,ヒグマを確認（親子）
2020-06-02,不明,南区,南区豊滝市民の森（案内板8～9番散策路上）,42.93646,141.23213,フンを確認
2020-06-05,15:10,東区,東区東雁来町(豊平川左岸サイクリングロード上),43.1059606,141.4458379,ヒグマらしき動物を目撃
2020-06-13,不明,南区,南区小金湯無番地（一の沢林道上）,42.9602449,141.2038076,フンを確認
2020-06-17,4:20,南区,南区滝野(滝野すずらん丘陵公園内),42.91405,141.379209,ヒグマを確認（親子）
2020-06-17,17:50,南区,南区簾舞31番地付近,42.94545412,141.2609071,ヒグマを目撃
2020-06-19,9:45,南区,南区藤野489番地124付近,42.949942,141.282818,ヒグマを目撃
2020-06-20,9:50,南区,南区定山渓無番地（喜茂別町との境界から札幌方向に約100ｍ地点）,42.857722,141.09925,ヒグマを目撃
2020-06-22,13:30,南区,南区定山渓無番地（定山渓天狗岳「熊の沢コース」天狗小屋から約1km地点）,42.9962798,141.0974393,ヒグマを目撃（親子）
2020-06-23,15:30,南区,南区南沢1988番地付近,42.985222,141.3015,ヒグマを目撃
2020-06-24,4:30,清田区,清田区有明351番地付近,42.934548,141.425738,ヒグマを目撃
2020-06-27,13:30,南区,南区自然歩道「中の沢~小林峠･源八沢ルート」T4分岐点から約450m地点,43.0049991,141.2803988,ヒグマを目撃
2020-06-29,不明,南区,南区簾舞606番地1付近,42.9597176,141.2521223,掘り跡、フン、枝折り、被毛、足跡を確認
2020-06-30,不明,南区,南区自然歩道「中の沢～小林峠・源八沢ルート」T4分岐点周辺,43.005416,141.274691,フンを確認
2020-07-01,10:00,南区,南区中ノ沢1985番地16付近,42.997111,141.298167,ヒグマを目撃（2頭）
2020-07-03,19:40,南区,南区定山渓697番地2（定山渓自然の村入口ゲートから施設に向かって約60ｍの地点）付近,42.935209,141.15161,ヒグマを目撃（親子）
2020-07-06,13:29,南区,南区中ノ沢1985番地16付近,42.997131,141.298132,ヒグマを目撃（2頭）
2020-07-07,13:37,南区,南区中ノ沢1812番地1879付近,43.000556,141.303028,ヒグマを目撃
2020-07-09,11:00,南区,南区簾舞386番地1付近,42.9488028,141.265534,ヒグマを目撃
2020-07-11,14:10,南区,南区中ノ沢1812番地7付近,43.002417,141.303028,ヒグマを目撃
2020-07-12,16:00,南区,南区中ノ沢1812番地289付近,43.0008889,141.3103333,ヒグマを目撃
2020-07-13,17:00,南区,南区中ノ沢1812番地1615付近,43.002962,141.306578,ヒグマを目撃
2020-07-13,14:50,南区,南区中ノ沢1812番地705付近,43.00069444,141.3088611,ヒグマを目撃
2020-07-13,10:15,南区,南区中ノ沢1775番地35付近,42.9971111,141.312389,ヒグマを目撃
2020-07-15,不明,手稲区,手稲区自然歩道「手稲山北尾根ルート」乙女の滝付近,43.113972,141.190306,フンを確認
2020-07-15,5:13,南区,南区中ノ沢1812番地1566付近,42.998778,141.305056,ヒグマを確認
2020-07-15,17:10,南区,南区中ノ沢1812番地274付近,43.00056648,141.3077336,ヒグマを目撃
2020-07-17,8:20,南区,南区中ノ沢1812番地297付近,43.0049257,141.3026712,ヒグマを目撃
2020-07-17,9:00,南区,南区中ノ沢1812番地89付近,43.003282,141.303026,ヒグマを目撃
2020-07-18,不明,南区,南区豊滝40番地1付近,42.947234,141.239627,枝折りを確認
2020-07-18,12:28,南区,南区中ノ沢1812番地1028付近,42.9980037,141.3075468,ヒグマを目撃
2020-07-19,7:30,南区,南区南沢1807番地38付近,42.9909759,141.3262676,ヒグマを目撃
2020-07-20,3:45,南区,南区南沢1807番地38付近,42.990713,141.326256,ヒグマを目撃
2020-07-20,11:15,南区,南区南沢1812番地110付近,42.992402,141.319358,ヒグマを目撃
2020-07-20,13:15,南区,南区中ノ沢1812番地934付近,42.997444,141.30825,ヒグマを目撃
2020-07-21,6:35,南区,南区中ノ沢1812番地31付近,42.998139,141.303639,ヒグマを目撃
2020-07-22,6:30,南区,南区自然歩道「藻岩山ルート」馬の背分岐点から約100m地点,43.026579,141.313984,ヒグマを目撃
2020-07-22,18:10,南区,南区中ノ沢1775番地32付近,42.997111,141.312472,ヒグマを目撃
2020-07-22,18:50,南区,南区南沢515番地69付近,42.9925,141.321139,ヒグマを目撃
2020-07-23,不明,南区,南区簾舞4条2丁目17番地付近,42.958417,141.270639,足跡を確認
2020-07-23,13:40,中央区,中央区宮の森2条16丁目1242番地付近,43.0472713,141.2886804,ヒグマを目撃
2020-07-25,15:00,南区,南区白川市民の森（案内板4～5番付近）,42.9815638,141.2899106,フンを確認
2020-07-25,不明,南区,南区砥山208番地付近,42.964849,141.227517,フン、足跡、被毛、枝折りを確認
2020-07-30,11:00,南区,南区豊滝市民の森（案内板4番～5番に向かう約200mの散策路上）,42.934444,141.231667,堀り跡を確認
2020-07-31,不明,中央区,中央区盤渓203番地付近,43.034921,141.283006,食痕、被毛を確認
2020-08-01,8:30,西区,西区自然歩道「平和の滝～手稲山ルート」平和の滝入口から約2km地点,43.060556,141.198611,ヒグマを目撃
2020-08-09,不明,南区,南区豊滝471番地21付近,42.945083,141.224083,フン、足跡、食痕を確認
2020-08-11,不明,南区,南区豊滝471番地101付近,42.945417,141.22425,フン、足跡、食痕を確認
2020-08-12,5:30,南区,南区豊滝492番地2付近,42.95857019,141.2320925,足跡、食痕、被毛を確認
2020-08-12,23:00,清田区,清田区有明340番地146付近,42.935422,141.427427,ヒグマらしき動物の唸り声を聞いた
2020-08-13,不明,西区,西区小別沢111番地付近,43.044906,141.267843,枝折り、爪跡、被毛を確認
2020-08-13,13:00,南区,南区簾舞無番地（札幌岳「豊滝コース上」）,42.903907,141.215336,ヒグマを目撃
2020-08-13,17:15,南区,南区藻岩山（藻岩山スキー場内の樹林帯）,43.017909,141.330047,ヒグマを目撃
2020-08-15,不明,南区,南区豊滝466番地4付近,42.946833,141.230417,足跡、食痕、フンを確認
2020-08-16,不明,西区,西区小別沢111番地付近,43.04505,141.267655,枝折り、爪跡、被毛を確認
2020-08-23,不明,西区,西区自然歩道「平和の滝～手稲山ルート」平和の滝入口から約2km地点,43.060242,141.198903,フンを確認
2020-08-26,不明,南区,南区豊滝531番地1付近,42.948806,141.222972,足跡、食痕、被毛を確認
2020-08-26,23:17,南区,南区滝野（滝野すずらん丘陵公園内）,42.909948,141.391116,ヒグマを確認
2020-09-03,22:43,南区,南区豊滝503番地12付近,42.9575885,141.2303072,ヒグマを目撃
2020-09-15,7:35,南区,南区白川1814番地1035付近,42.965652,141.30853,ヒグマを目撃
2020-09-17,22:00,南区,南区豊滝532番地1付近,42.9494683,141.223658,ヒグマを目撃（親子）
2020-09-18,20:00,南区,南区豊滝532番地1付近,42.9494492,141.2236788,ヒグマを目撃（親子）
2020-09-25,6:08,南区,南区滝野（国道453号線21キロポスト付近）,42.881861,141.353056,ヒグマを目撃（2頭）
2020-09-26,10:00,南区,南区藤野785番地付近,42.932683,141.315133,ヒグマを目撃
2020-10-10,不明,西区,西区西野市民の森（宮丘公園入口から約500mの位置）,43.078047,141.258371,フンを確認
2020-10-10,不明,西区,西区西野市民の森（旧西野キャンプ場入口周辺）,43.07357,141.250305,フンを確認
2020-10-13,18:30,南区,南区北ノ沢1841番地3付近,43.013861,141.302778,ヒグマを目撃
2020-10-21,不明,南区,南区南沢市民の森（入口から約50mの散策路上）,42.976167,141.300472,フンを確認
2020-10-28,6:30,南区,南区真駒内17番地1付近,42.982861,141.356778,ヒグマを目撃
2020-10-28,14:30,南区,南区自然歩道「藻岩山ルート」馬の背分岐点からＴ6分岐点の間,43.026583,141.313972,ヒグマらしき動物の唸り声を聞いた
2020-10-30,不明,西区,西区西野市民の森（旧西野キャンプ場入口周辺）,43.073097,141.250442,フンを確認
2020-11-05,不明,中央区,中央区盤渓市民の森（案内板1番付近）,43.020142,141.281908,足跡を確認
2020-11-07,不明,南区,南区定山渓無番地（朝日岳山頂から10分ほど下った分岐点の看板近く）,42.966028,141.152639,フンを確認
2020-11-12,5:00,手稲区,手稲区手稲本町593番地151付近（手稲山麓西線上）,43.109956,141.222425,足跡・鳴き声を確認
2020-11-12,9:20,西区,西区小別沢20番地付近,43.048368,141.2810941,足跡、フン、爪跡、被毛を確認
2020-12-04,10:00,西区,西区小別沢20番地付近,43.048368,141.2810941,足跡、被毛を確認
2020-12-23,18:30,南区,南区石山1045番地2付近,42.9464349,141.3287546,ヒグマを目撃
2021-03-25,11:45,南区,南区白川市民の森(案内板20番から17番方向へ約20mの付近),42.987444,141.283111,足跡を確認
2021-03-27,10:22,西区,西区西野290-1（宮丘公園遊歩道）,43.0808872,141.260124,ヒグマを目撃
2021-04-21,19:10,南区,南区豊滝412番地6付近,42.954083,141.240722,ヒグマを目撃
2021-04-22,6:25,南区,南区滝野無番地付近,42.900583,141.379833,ヒグマを確認
2021-04-29,17:30,南区,南区簾舞392番地5,42.951793,141.258722,ヒグマを目撃
2021-04-29,不明,清田区,清田区真栄439番地1付近,42.971694,141.422167,爪跡を確認
2021-04-30,20:05,中央区,中央区盤渓454番地1付近,43.0182969,141.2834602,ヒグマを目撃
2021-05-01,11:00,南区,南区自然歩道「藻岩山ルート」（北の沢入口から100m地点）,43.019176,141.310999,ヒグマを目撃
2021-05-03,18:00,南区,南区石山1条1丁目無番地（豊平川右岸河川敷）,42.982989,141.34096,ヒグマらしき動物を目撃
2021-05-11,不明,手稲区,"手稲区自然歩道「手稲山北尾根ルート」手稲本町入口から1,600m付近でルートから外れた箇所",43.113583,141.218778,爪痕、被毛を確認
2021-05-12,不明,手稲区,手稲区手稲本町市民の森（案内板3番から7番に向かって約400mの地点）,43.109806,141.226694,フンを確認
2021-05-14,不明,南区,南区豊滝425番地1付近,42.957736,141.239673,フン、食痕、被毛を確認
2021-05-15,7:45,南区,南区簾舞無番地（国有林簾舞1131林班（兜岩の手前））,42.923425,141.254627,ヒグマを目撃
2021-05-15,不明,西区,西区自然歩道「中の沢～小林峠・源八沢ルート」（源八沢入口から1km地点）,43.030086,141.249038,フン、爪痕を確認
2021-05-16,8:30,清田区,清田区有明278番地付近（「白旗山都市環境林」有明入口から約1km付近）,42.945531,141.436282,ヒグマらしき動物の鳴き声を聞いた
2021-05-19,10:20,手稲区,手稲区西宮の沢無番地付近（西宮の沢6条1丁目2番地から入る林道より500m付近）,43.0881985,141.2497716,フンを確認
2021-05-21,不明,南区,南区滝野105番4地先河川敷地,42.9172957,141.3669634,食痕を確認
2021-05-22,不明,南区,南区簾舞512番地5付近,42.95434521,141.2459489,フンを確認
2021-05-23,16:25,西区,西区山の手399番地付近,43.067247,141.28354,ヒグマを目撃
2021-05-24,16:30,南区,南区石山926番地3,42.929722,141.336278,足跡を確認
2021-05-25,17:00,南区,南区簾舞513番地7付近,42.9539,141.246092,ヒグマを目撃（親子）
2021-05-26,8:10,南区,南区自然歩道「藻岩山ルート」(北の沢入口から100m地点),43.019933,141.311041,ヒグマを目撃
2021-05-26,19:09,手稲区,手稲区手稲本町593番地18付近,43.107806,141.218611,ヒグマを目撃
2021-05-27,15:30,南区,南区豊滝96番地2付近,42.942796,141.227945,フンを確認
2021-05-27,不明,手稲区,手稲区手稲本町市民の森（散策路から森林内へ50ｍ程度入った箇所）,43.110306,141.22775,フンを確認
2021-05-29,6:00,南区,南区簾舞705番地付近,42.954954,141.24796,ヒグマを目撃（2頭）
2021-05-29,18:50,北区,北区篠路町拓北無番地（波連湖付近）,43.18401,141.406659,ヒグマを目撃
2021-05-31,11:00,南区,南区藤野962番地（藤野富士登山道常盤ヒルズ分岐点）,42.92637,141.30363,フンを確認
2021-06-01,10:45,南区,南区豊滝248番地3付近,42.943647,141.224192,フンを確認
2021-06-01,15:00,北区,北区篠路町拓北312番地2付近,43.182581,141.396352,フンを確認
2021-06-02,不明,南区,南区自然歩道「藻岩山ルート」（小林峠入口から約1.5km地点）,43.02525,141.303111,フンを確認
2021-06-02,不明,南区,南区豊滝97番地付近,42.942083,141.228111,フンを確認
2021-06-02,17:00,南区,南区豊滝40番地1付近,42.948345,141.239498,ヒグマを目撃（親子）
2021-06-05,17:00,南区,南区豊滝420番地5付近,42.956556,141.239778,フン、足跡、掘り跡を確認
2021-06-07,14:10,南区,南区簾舞492番地付近,42.95262,141.25164,ヒグマを目撃（2頭）
2021-06-08,18:30,西区,西区平和313番地付近,43.055056,141.240694,ヒグマを目撃（親子）
2021-06-11,22:10,南区,南区定山渓9番地2付近(新錦トンネル近く),42.969389,141.191194,ヒグマを目撃
2021-06-12,14:55,南区,南区豊滝223番地付近（豊滝竜神の水の付近）,42.937944,141.228333,ヒグマを目撃（親子）
2021-06-12,不明,南区,南区自然歩道「中の沢～小林峠･源八沢ルート」(小林峠入口から約1km地点),43.013221,141.285872,フンを確認
2021-06-12,不明,南区,南区自然歩道「中の沢~小林峠･源八沢ルート」(小林峠入口から約2km地点),43.00769404,141.2789665,フンを確認
2021-06-16,不明,北区,北区篠路町拓北312番地2付近,43.182756,141.396428,フンを確認（一週間以上経過したもの）
2021-06-16,不明,南区,南区豊滝531番地1付近,42.94883,141.22301,足跡を確認
2021-06-17,17:00,南区,南区豊滝277番地7付近,42.944667,141.222167,足跡を確認
2021-06-18,18:50,南区,南区定山渓661番地1付近,42.93882,141.15103,ヒグマを目撃
2021-06-18,11:16,東区,東区丘珠町867番地3付近,43.123304,141.386458,ヒグマを捕獲
2021-06-19,不明,南区,南区中ノ沢1812番地1455付近,43.00065,141.30897,食痕を確認
2021-06-20,8:30,南区,南区簾舞466番地1付近,42.960278,141.252806,フンを確認
2021-06-21,13:30,南区,南区南沢市民の森(入口から約600m地点),42.975056,141.304944,フンを確認
2021-06-21,15:50,南区,南区藤野1条7丁目159番地48付近,42.967031,141.294411,ヒグマらしき動物を目撃
2021-06-21,21:30,南区,南区北ノ沢1961番地5付近,43.020212,141.296561,ヒグマを目撃
2021-06-23,14:45,中央区,中央区宮の森1274番地11付近,43.047816,141.285591,ヒグマを目撃
2021-06-23,15:30,南区,南区豊滝538番地付近,42.942806,141.216528,フン、食痕を確認
2021-06-24,20:00,南区,南区定山渓650番地2付近,42.940222,141.1545,ヒグマを目撃（親子）
2021-06-26,13:30,南区,南区藤野546番地8付近,42.953194,141.288944,ヒグマらしき動物を目撃
2021-06-27,14:00,南区,南区定山渓温泉東4丁目1002番地付近,42.962799,141.162295,ヒグマを目撃（2頭）
2021-06-27,15:30,南区,南区豊滝市民の森（散策路案内板10番～9番に向かう約250m の散策路上）,42.938194,141.230417,フンを確認
2021-06-28,不明,西区,西区平和437番地1付近,43.039855,141.247747,フンを確認
2021-06-30,18:00,中央区,中央区円山西町5丁目付近,43.037227,141.30194,ヒグマを目撃
2021-07-01,17:30,中央区,中央区自然歩道「円山ルート」（山頂から八十八ヵ所入口に向かって約200mの地点）,43.048861,141.314333,ヒグマらしき動物の鳴き声を聞いた
2021-07-02,18:30,西区,西区福井5丁目（左股川左岸河川敷）,43.052459,141.270663,ヒグマを目撃
2021-07-02,20:40,西区,西区小別沢98番地2付近,43.048696,141.265889,ヒグマを目撃
2021-07-03,4:45,西区,西区平和428番地4付近,43.054231,141.223102,ヒグマを目撃
2021-07-03,19:00,南区,南区小金湯無番地(百松橋林道),42.975611,141.211472,ヒグマを目撃(2頭)
2021-07-03,不明,南区,南区豊滝461番地8付近,42.947972,141.23375,フンを確認
2021-07-04,12:00,南区,南区定山渓無番地（定山渓取水場付近）,42.953056,141.149667,ヒグマを目撃
2021-07-04,14:30,南区,南区定山渓無番地(札幌岳冷水登山道入口約2kmの地点),42.932139,141.161028,ヒグマを目撃（2頭）
2021-07-06,11:00,南区,南区豊滝市民の森(散策路案内板11番～12番に向かって約500m の散策路上),42.9385,141.233444,フンを確認
2021-07-06,10:00,南区,南区自然歩道「藻岩山ルート」(北の沢入口から馬の背に向かって約700m地点),43.023028,141.314472,掘り跡を確認
2021-07-06,10:00,南区,南区自然歩道「藻岩山ルート」(T6分岐点から小林峠入口に向かって約200mの地点),43.027333,141.309306,掘り跡を確認
2021-07-07,10:30,南区,南区澄川4条2丁目963番地付近,43.017,141.371417,ヒグマらしき動物を目撃
2021-07-08,7:30,西区,西区自然歩道「平和の滝ルート」平和の滝入口から約300m付近,43.055028,141.219417,ヒグマを目撃
2021-07-08,不明,西区,西区福井3丁目(左股川左岸河川敷),43.056178,141.272892,堀り跡を確認（一週間程度経過したもの）
2021-07-09,11:50,中央区,中央区界川4丁目495番地3付近（旭山記念公園内）,43.0406667,141.3154167,ヒグマを目撃
2021-07-10,8:00,西区,西区平和437番地1（手稲平和霊園奥の林道入口から約300mの地点）,43.051389,141.223806,ヒグマを目撃
2021-07-11,不明,南区,南区豊滝71番地2付近,42.944611,141.231583,フンを確認
2021-07-12,22:03,西区,西区宮の沢4条4丁目11番付近,43.087445,141.261707,ヒグマを目撃
2021-07-13,10:00,南区,南区豊滝市民の森（散策路案内板10番付近散策路上）,42.93925,141.228722,フンを確認
2021-07-13,11:20,南区,南区豊滝87番地4付近,42.94575,141.230667,フン、枝折り、被毛を確認
2021-07-13,19:57,南区,南区中ノ沢1812番地274付近,43.000111,141.306417,ヒグマを確認
2021-07-14,17:45,清田区,清田区真栄410番地16付近,42.974139,141.434722,ヒグマらしき動物を目撃
2021-07-14,10:00,南区,南区簾舞181番地4付近,42.938528,141.255278,フンを確認
2021-07-15,8:20,南区,南区定山渓1039番地(薄別トンネルから札幌方面へ約3km地点),42.924667,141.121556,ヒグマを目撃（親子）
2021-07-15,12:50,南区,南区自然歩道「中の沢～小林峠・源八沢ルート」中の沢入口から約1km付近,43.005,141.284444,ヒグマを目撃
2021-07-15,14:30,手稲区,手稲区手稲本町593番地165付近,43.109169,141.217233,ヒグマを目撃
2021-07-15,16:50,南区,南区石山828番地付近,42.961167,141.339389,ヒグマを目撃
2021-07-15,18:00,西区,西区西野1006番地7付近,43.063533,141.246442,ヒグマを目撃
2021-07-16,16:15,南区,南区簾舞707番地付近,42.954278,141.246889,フンを確認
2021-07-16,22:00,南区,南区定山渓9番地2付近,42.969381,141.191477,ヒグマを目撃
2021-07-20,不明,南区,南区豊滝87番地3付近,42.945684,141.230513,フン、食痕を確認
2021-07-20,5:00,手稲区,手稲区手稲本町592番地6付近,43.112056,141.231194,ヒグマを目撃（親子）
2021-07-21,19:30,南区,南区真駒内288番地4付近,42.935611,141.349361,ヒグマを目撃
2021-07-21,12:00,南区,南区中ノ沢1812番地1092付近,42.997694,141.305417,フン、枝折り、被毛を確認
2021-07-23,21:30,南区,南区南沢5条2丁目4番付近,42.989917,141.312361,ヒグマを目撃
2021-07-24,6:00,中央区,中央区双子山4丁目495番地2付近（旭山記念公園内）,43.03926,141.31165,ヒグマを目撃
2021-07-24,12:30,中央区,中央区盤渓市民の森（散策路案内板7番付近）,43.023389,141.277056,フンを確認
2021-07-26,16:50,南区,南区定山渓無番地（おしどり水処理場付近）,42.987548,141.117519,ヒグマを目撃
2021-07-28,22:15,西区,西区山の手7条8丁目6番付近,43.07,141.283611,ヒグマを目撃
2021-07-28,4:19,南区,南区南沢1812番地994付近,42.99175,141.311028,ヒグマを確認
2021-07-28,11:30,中央区,中央区盤渓市民の森（散策路案内板3～20番付近）,43.020944,141.279083,フンを確認
2021-07-30,9:50,南区,南区定山渓無番地(おしどり水処理場付近),42.987611,141.117444,ヒグマを目撃
2021-07-30,10:00,中央区,中央区自然歩道「藻岩山ルート」小林峠入口から600m地点,43.021611,141.297056,ヒグマらしき動物の鳴き声を聞いた
2021-07-30,4:30,西区,西区宮の沢490番地付近,43.084406,141.252822,ヒグマを目撃
2021-07-30,5:30,南区,南区小金湯674番地付近(砥山栄橋を定山渓方面に渡ってすぐ),42.960667,141.229861,ヒグマを目撃
2021-07-31,17:00,南区,南区豊滝286番地付近,42.942268,141.222891,フン、掘り跡を確認
2021-08-01,23:20,南区,南区白川1814番地119付近,42.969806,141.282917,ヒグマを目撃
2021-08-03,10:30,南区,南区定山渓無番地(札幌岳登山道入口付近),42.9315,141.160306,ヒグマらしき動物の鳴き声を聞いた
2021-08-03,11:00,南区,南区豊滝492番地付近（旧豊滝小学校跡地）,42.958603,141.232914,フンを確認
2021-08-05,6:00,南区,南区豊滝2丁目1番付近,42.952972,141.235972,足跡を確認
2021-08-05,8:50,南区,南区定山渓無番地(国際スキー場入口より朝里方面へ約1.7ｋｍ地点),43.085611,141.082083,ヒグマを目撃
2021-08-05,16:15,西区,西区小別沢111番地2,43.045444,141.2685,踏み跡、被毛を確認
2021-08-06,6:02,中央区,中央区盤渓205番地2付近,43.036222,141.285111,ヒグマを目撃
2021-08-06,11:16,南区,南区定山渓無番地（中山峠頂上より札幌方向へ約200m地点）,42.8575,141.098611,ヒグマを目撃
2021-08-06,21:25,西区,西区福井467番地6付近（五天山公園付近）,43.044111,141.257389,ヒグマを目撃
2021-08-07,9:00,南区,南区豊滝503番地8付近,42.958667,141.230917,足跡、食痕、被毛を確認
2021-08-07,13:37,南区,南区北ノ沢1819番地68付近（藻岩山スキー場南斜面）,43.011722,141.321472,ヒグマを目撃（親子）
2021-08-08,18:50,南区,南区真駒内120番地2付近,42.905917,141.339833,ヒグマを目撃
2021-08-08,11:00,南区,南区豊滝市民の森（散策路案内板4～5番付近）,42.934167,141.231639,フンを確認
2021-08-08,17:30,豊平区,豊平区西岡都市環境林（旧天文台付近）,42.984188,141.375995,ヒグマらしき動物の鳴き声を聞いた
2021-08-09,22:45,西区,西区小別沢98番地1付近,43.048305,141.267508,ヒグマを目撃
2021-08-11,午前,南区,南区豊滝260番地11付近,42.945969,141.22147,足跡、食痕、掘り跡を確認
2021-08-12,16:30,西区,西区自然歩道「平和の滝～手稲山」平和の滝入口から1km付近,43.057111,141.211611,ヒグマを目撃
2021-08-13,12:00,南区,南区中ノ沢4丁目3番付近,42.994583,141.315611,ヒグマを目撃
2021-08-14,4:30,西区,西区宮の沢4条5丁目19番付近,43.089056,141.258444,ヒグマを目撃
2021-08-14,11:50,手稲区,手稲区自然歩道「手稲山北尾根ルート」金山入口,43.119389,141.19425,ヒグマを目撃（親子）
2021-08-14,13:00,中央区,中央区円山西町5丁目付近,43.036471,141.30216,ヒグマを目撃
2021-08-15,11:00,南区,南区豊滝市民の森(散策路案内板5~13番付近),42.935611,141.238278,フンを確認
2021-08-16,10:30,南区,南区豊滝503番地8付近,42.958583,141.230861,フン、足跡を確認
2021-08-17,20:00,西区,西区西野290番地1付近,43.083222,141.261833,ヒグマを目撃
2021-08-17,17:50,西区,西区宮の沢490番地付近,43.084306,141.252167,ヒグマを目撃
2021-08-24,15:40,中央区,中央区自然歩道「円山ルート」（円山西町入口から山頂までの間）,43.048034,141.312296,ヒグマらしき動物の鳴き声を聞いた
2021-08-26,2:05,西区,西区西野290番地1付近,43.083056,141.26275,ヒグマを目撃
2021-08-26,15:00,中央区,中央区宮の森1274番地25付近,43.05576,141.288827,足跡を確認
2021-08-28,1:15,西区,西区宮の沢490番地9付近,43.085472,141.256373,ヒグマを目撃
2021-08-28,1:45,西区,西区平和314番地8付近,43.056444,141.241667,ヒグマを目撃
2021-08-30,22:06,西区,西区小別沢93番地付近（左股川右岸河川敷）,43.049722,141.267667,ヒグマを確認
2021-09-01,0:25,南区,南区川沿6条2丁目1番地付近(国道230号線上),42.991111,141.334472,ヒグマを目撃(親子)
2021-09-01,18:21,南区,南区定山渓無番地（中山峠頂上より札幌方向へ約1km地点）,42.864417,141.107639,ヒグマを目撃
2021-09-05,19:55,西区,西区小別沢93番地付近（左股川右岸河川敷）,43.049742,141.267794,ヒグマを確認
2021-09-05,2:00,南区,南区川沿町1613番4付近,42.98825,141.327278,ヒグマらしき動物の鳴き声を聞いた
2021-09-07,18:15,南区,南区小金湯649番地1付近,42.969472,141.211972,ヒグマを目撃
2021-09-07,16:55,南区,南区藤野541番地2付近,42.954417,141.2875,ヒグマを目撃
2021-09-07,8:00,中央区,中央区自然歩道「藻岩山ルート」（旭山記念公園第二駐車場から約300ｍ付近）,43.035833,141.309417,ヒグマを目撃
2021-09-07,15:30,中央区,中央区自然歩道「藻岩山ルート」(旭山記念公園第二駐車場から約450ｍ付近),43.034889,141.308028,ヒグマを目撃
2021-09-11,12:00,南区,南区藤野553番地付近,42.952222,141.292917,ヒグマを目撃
2021-09-11,12:00,南区,南区真駒内柏丘12丁目598番地1付近,42.978861,141.345635,ヒグマを目撃
2021-09-12,6:45,南区,南区藤野439番地2付近,42.952361,141.300833,ヒグマらしき動物の鳴き声を聞いた
2021-09-13,15:35,南区,南区藤野974番地付近,42.951667,141.290694,ヒグマを目撃（親子）
2021-09-14,15:00,南区,南区豊滝市民の森（散策路案内板12~13番付近）,42.937806,141.235444,フンを確認
2021-09-15,22:40,南区,南区小金湯722番地付近,42.968361,141.203806,ヒグマを目撃
2021-09-17,19:20,南区,南区豊滝493番地4付近,42.957149,141.232304,ヒグマを目撃
2021-09-17,19:13,南区,南区小金湯671番地2付近,42.969417,141.208694,ヒグマを目撃
